LOCATION,short_rate(t),short_rate(t+5y)
C0007,2.271683,-0.788441
C0008,12.198227,15.502605
C0009,1.131821,6.093033
C0010,12.962516,13.980082
C0001,5.726288,11.268851
C0002,13.642712,12.639791
C0003,2.752450,2.443594
C0004,12.893486,16.921983
C0005,7.177582,6.609594
C0006,15.004892,13.238287
C0007,2.367337,-0.953915
C0008,12.083140,15.508645
C0009,0.734808,5.807392
C0010,13.399601,13.957331
C0001,6.104381,11.065164
C0002,14.000392,12.901865
C0003,2.408627,2.285733
C0004,13.047285,16.866979
C0005,7.372720,7.132560
C0006,14.895474,12.964769
C0007,2.252423,-0.523258
C0008,12.387998,15.500775
C0009,0.504925,5.961480
C0010,13.604343,13.929315
C0001,6.056680,11.155717
C0002,13.556516,13.080193
C0003,1.925340,2.176978
C0004,12.739425,16.676183
C0005,7.583551,6.806722
C0006,14.870911,12.836656
C0007,2.212344,-0.617640
C0008,12.515790,15.470084
C0009,-0.082371,5.675691
C0010,14.071119,13.937181
C0001,6.057521,11.082724
C0002,13.390926,13.123066
C0003,2.164592,2.554936
C0004,12.967787,16.657118
C0005,7.322093,6.655461
C0006,15.061312,12.918525
C0007,2.148074,-0.153348
C0008,12.136439,15.590486
C0009,-0.015955,5.978312
C0010,13.821494,13.477166
C0001,5.596094,10.689505
C0002,13.221603,12.819267
C0003,2.153676,2.918556
C0004,13.066419,16.256254
C0005,7.363189,6.858446
C0006,15.082888,12.997708
C0007,2.480839,-0.019109
C0008,12.486784,15.947085
C0009,0.205662,6.248602
C0010,14.171466,14.104783
C0001,5.176514,10.421964
C0002,13.094760,13.355698
C0003,2.213331,2.835192
C0004,13.195386,16.134415
C0005,7.404184,6.924580
C0006,14.649450,12.699528
C0007,2.658004,0.094128
C0008,12.169579,15.852340
C0009,0.597266,6.367741
C0010,14.380160,14.387943
C0001,5.541285,10.797517
C0002,13.138984,13.182291
C0003,2.266054,2.745957
C0004,13.672928,16.418532
C0005,7.479434,7.255284
C0006,14.383393,13.030416
C0007,2.308592,0.021059
C0008,12.647135,15.815824
C0009,0.843426,5.671329
C0010,13.592698,14.291291
C0001,6.191801,10.440178
C0002,13.037510,13.357701
C0003,2.802835,2.271298
C0004,14.232911,16.208383
C0005,7.365946,7.254571
C0006,14.329514,13.058550
C0007,2.373933,0.188494
C0008,12.245373,15.535562
C0009,0.444405,6.041073
C0010,13.354085,14.631681
C0001,6.243290,10.539039
C0002,13.439208,13.437180
C0003,3.291977,2.117794
C0004,14.709946,15.671752
C0005,7.219845,7.223129
C0006,13.941010,13.781390
C0007,1.976807,0.497760
C0008,12.566031,15.486907
C0009,0.717276,6.044869
C0010,12.903117,15.042655
C0001,6.444588,10.819794
C0002,13.342117,13.194993
C0003,3.472780,2.007734
C0004,14.411441,15.908711
C0005,6.702788,7.165400
C0006,13.933386,14.009493
C0007,2.355714,0.822348
C0008,13.048349,15.031828
C0009,0.874249,5.939201
C0010,12.755259,15.116858
C0001,6.356001,10.945359
C0002,13.520549,13.261478
C0003,3.409575,2.242406
C0004,14.193512,16.203949
C0005,6.651780,7.042898
C0006,14.283464,14.212409
C0007,2.514051,0.718841
C0008,13.486204,14.964170
C0009,0.922676,6.048928
C0010,12.892127,15.197849
C0001,6.191608,11.119398
C0002,13.908311,13.395252
C0003,2.933388,2.227182
C0004,14.091758,16.506470
C0005,6.738648,6.789953
C0006,13.822189,14.637120
C0007,2.479226,1.067691
C0008,13.519219,14.896394
C0009,1.659647,5.561327
C0010,13.190120,15.518906
C0001,5.912396,11.377783
C0002,14.744483,13.298008
C0003,2.433218,2.193001
C0004,14.256605,16.090166
C0005,7.431314,6.756663
C0006,13.836895,14.606993
C0007,2.097130,0.989727
C0008,13.702201,14.641574
C0009,1.915658,5.317161
C0010,13.144483,15.934061
C0001,6.219721,10.848206
C0002,15.009567,12.571558
C0003,2.484932,1.891471
C0004,14.530477,16.181364
C0005,7.668930,7.024437
C0006,14.001798,14.381768
C0007,1.921930,1.585286
C0008,13.370067,14.747919
C0009,1.798595,5.346807
C0010,13.499671,15.845345
C0001,6.515093,10.932759
C0002,15.157012,12.765597
C0003,2.655569,1.763241
C0004,14.927420,16.187220
C0005,7.585056,6.497696
C0006,14.139655,14.372232
C0007,2.370298,2.189557
C0008,13.272872,15.202447
C0009,2.035215,5.758271
C0010,13.856788,15.667758
C0001,6.563795,10.534785
C0002,14.863308,12.589215
C0003,2.511832,1.568298
C0004,14.965713,16.246829
C0005,7.642673,6.235652
C0006,14.360789,13.905384
C0007,2.409894,2.729027
C0008,13.152429,15.309776
C0009,2.795685,6.205327
C0010,14.183574,15.244612
C0001,6.750094,10.732063
C0002,15.059241,12.262408
C0003,2.389887,1.496623
C0004,14.446338,16.015345
C0005,7.561765,6.042197
C0006,14.367115,14.392514
C0007,2.429733,2.567927
C0008,13.474122,15.448874
C0009,2.391749,6.439194
C0010,14.314941,14.959291
C0001,6.555784,10.267125
C0002,15.416844,12.468069
C0003,2.460751,1.365152
C0004,15.024501,15.860686
C0005,7.572636,6.065362
C0006,14.721565,14.250290
C0007,2.319043,2.243194
C0008,13.753285,15.659955
C0009,2.796038,6.451994
C0010,14.045471,14.974524
C0001,6.347113,10.554910
C0002,15.509831,12.714388
C0003,2.263895,1.551772
C0004,14.912182,16.205392
C0005,7.370410,6.656082
C0006,14.346744,13.538787
C0007,2.330179,2.144144
C0008,13.805076,15.946033
C0009,2.586542,6.222678
C0010,14.024956,14.998123
C0001,5.916528,10.670937
C0002,15.231975,12.614210
C0003,2.035575,1.618645
C0004,14.824715,16.044168
C0005,7.176047,6.531875
C0006,14.417065,13.569152
C0007,2.052554,2.242477
C0008,14.037797,15.637380
C0009,2.468004,6.072129
C0010,14.562693,15.009317
C0001,5.877524,10.502972
C0002,15.361245,12.638065
C0003,2.088671,1.358405
C0004,14.693868,15.799082
C0005,6.910582,6.583203
C0006,14.198352,13.424445
C0007,2.281623,1.819136
C0008,14.051115,15.506630
C0009,2.458971,6.186077
C0010,14.498525,14.940045
C0001,5.797811,9.988145
C0002,15.080325,12.753244
C0003,2.255265,0.706733
C0004,15.312167,15.865204
C0005,7.178750,6.504386
C0006,13.682710,13.532699
C0007,2.316410,2.119536
C0008,14.208198,15.501592
C0009,2.470555,6.290514
C0010,14.877419,14.830594
C0001,5.732844,9.738459
C0002,14.839125,13.049605
C0003,2.778490,0.464362
C0004,15.364612,15.730039
C0005,7.109340,6.866654
C0006,13.380422,13.559493
C0007,2.619348,2.524556
C0008,14.627999,15.493451
C0009,2.420799,5.656670
C0010,14.698518,14.749695
C0001,5.612447,10.007833
C0002,14.448289,12.924976
C0003,3.178728,0.807257
C0004,15.362581,15.576590
C0005,7.091778,6.682866
C0006,13.836605,14.098621
C0007,2.415935,2.182018
C0008,14.515254,16.193262
C0009,2.408903,5.278594
C0010,14.993031,14.389424
C0001,6.044198,9.657141
C0002,14.717602,13.044929
C0003,3.404256,1.497424
C0004,15.518930,16.041757
C0005,6.265195,6.936543
C0006,13.731929,14.227175
C0007,2.231513,2.407385
C0008,14.894795,16.263176
C0009,2.270807,5.293629
C0010,15.590905,14.315977
C0001,5.929904,9.612238
C0002,14.460822,12.748872
C0003,3.834615,1.610149
C0004,15.564547,15.803368
C0005,6.336301,6.760456
C0006,14.057359,14.250552
C0007,2.196363,2.488760
C0008,14.699171,16.725751
C0009,2.525341,5.567266
C0010,15.487227,14.288606
C0001,5.785791,9.691850
C0002,14.265459,12.857780
C0003,3.830814,1.625472
C0004,15.381005,15.378751
C0005,6.576222,6.326434
C0006,14.022780,13.953719
C0007,2.314342,2.198731
C0008,14.308190,16.428011
C0009,2.779079,5.852892
C0010,15.673901,14.922083
C0001,6.004105,9.603659
C0002,14.706681,12.760855
C0003,3.950091,1.419474
C0004,15.566039,15.285610
C0005,6.664755,6.817316
C0006,13.891246,14.096240
C0007,2.297444,2.108690
C0008,14.274969,16.255266
C0009,3.087726,5.466844
C0010,15.421686,14.908280
C0001,5.477668,9.469649
C0002,14.992857,12.964054
C0003,4.190545,1.481640
C0004,15.426416,15.750563
C0005,6.242686,7.263398
C0006,13.577133,14.326926
C0007,2.575983,2.170410
C0008,14.303006,15.862770
C0009,3.456682,5.326651
C0010,15.226034,14.822844
C0001,5.375187,9.305612
C0002,14.847235,13.241583
C0003,4.291824,1.732697
C0004,15.752656,16.010794
C0005,6.447878,7.730824
C0006,14.105975,14.748725
C0007,2.575160,1.468419
C0008,14.668965,15.973570
C0009,3.490027,5.342868
C0010,14.690752,14.728449
C0001,5.939584,9.774103
C0002,14.778910,13.363972
C0003,4.252147,1.681053
C0004,15.898096,15.540010
C0005,5.884011,7.910782
C0006,14.383249,14.883720
C0007,2.839486,2.181412
C0008,14.705910,16.109321
C0009,3.647736,5.235378
C0010,14.636081,14.228341
C0001,6.152778,9.399481
C0002,15.042671,13.373959
C0003,4.315335,1.686335
C0004,16.287239,15.900101
C0005,5.591080,7.954617
C0006,14.102838,14.578700
C0007,2.142372,1.786117
C0008,14.930704,16.156950
C0009,3.634096,5.125292
C0010,14.391514,14.036937
C0001,6.327725,9.882985
C0002,14.970957,13.529797
C0003,4.388388,1.929866
C0004,16.527939,16.523115
C0005,5.780700,7.954070
C0006,14.580035,14.387843
C0007,2.383082,2.107691
C0008,14.703705,15.983186
C0009,3.412118,5.367445
C0010,14.000038,13.475076
C0001,6.199909,10.044218
C0002,15.267974,13.551029
C0003,3.955029,2.455358
C0004,16.375598,16.819588
C0005,5.951777,7.621531
C0006,14.820701,14.330351
C0007,2.441363,2.643060
C0008,14.872224,15.907330
C0009,4.033314,6.082190
C0010,14.266553,13.557425
C0001,5.962720,10.504502
C0002,14.862408,13.686257
C0003,4.058190,2.277994
C0004,16.593579,17.127591
C0005,5.823784,8.252729
C0006,15.027516,14.302193
C0007,2.450894,2.797629
C0008,14.381250,16.275265
C0009,4.209851,6.910469
C0010,13.981774,14.006635
C0001,6.164074,10.127696
C0002,15.136844,13.337715
C0003,4.212287,2.130843
C0004,17.055211,17.277735
C0005,5.965070,8.839282
C0006,15.121399,14.293352
C0007,2.621154,2.931697
C0008,14.433142,16.492219
C0009,4.769012,6.716781
C0010,14.188027,13.649780
C0001,6.925598,10.016923
C0002,14.771520,12.897496
C0003,4.237119,2.139302
C0004,16.861413,17.110319
C0005,6.160992,8.876559
C0006,15.077359,14.044204
C0007,2.733690,3.033136
C0008,14.338926,16.552837
C0009,4.870732,7.092969
C0010,14.059585,13.713030
C0001,6.993880,9.698535
C0002,14.907665,12.862378
C0003,4.279527,3.045552
C0004,17.007605,17.530666
C0005,6.347259,8.552073
C0006,14.959933,14.002502
C0007,2.945692,3.167213
C0008,14.486966,16.590588
C0009,5.224259,7.177461
C0010,14.097321,13.645978
C0001,7.178703,9.427160
C0002,14.715137,12.893409
C0003,3.912852,3.038718
C0004,17.047196,17.819176
C0005,6.392146,8.204216
C0006,14.765459,13.836388
C0007,2.386246,4.180425
C0008,15.185710,16.437480
C0009,5.401399,6.960161
C0010,14.213729,13.968250
C0001,7.608792,9.431178
C0002,14.294440,12.777165
C0003,4.027094,3.106083
C0004,17.025726,18.035014
C0005,6.726588,7.950562
C0006,14.646793,13.591024
C0007,1.918586,4.446494
C0008,15.421193,16.326881
C0009,4.886053,7.070224
C0010,13.914417,13.740291
C0001,7.797429,9.617600
C0002,14.634923,12.897136
C0003,4.116446,3.804288
C0004,16.895029,17.608936
C0005,6.139139,7.815630
C0006,14.522031,13.794455
C0007,1.672922,4.205737
C0008,15.325230,16.549419
C0009,4.620749,7.027430
C0010,13.770496,13.529691
C0001,8.254418,9.697464
C0002,13.908624,12.839836
C0003,3.468762,3.793703
C0004,17.029901,17.500837
C0005,6.020072,7.834831
C0006,14.216333,13.796796
C0007,1.325518,4.677302
C0008,15.374419,16.282153
C0009,4.701239,7.017819
C0010,14.003034,13.451184
C0001,8.608321,9.223227
C0002,13.794748,12.712904
C0003,3.508382,4.097173
C0004,16.983938,17.474782
C0005,5.996366,7.915687
C0006,14.152951,14.037012
C0007,0.999245,5.029897
C0008,15.434478,16.083677
C0009,4.775147,7.103512
C0010,14.037612,13.535752
C0001,8.848472,9.107649
C0002,13.996499,12.901013
C0003,3.001479,4.769061
C0004,16.685283,17.822194
C0005,6.278757,8.190668
C0006,14.032599,14.269433
C0007,1.108388,5.348024
C0008,15.346052,16.043850
C0009,5.134928,7.142926
C0010,14.089778,13.603690
C0001,8.843075,8.959463
C0002,13.573372,13.252829
C0003,2.543939,5.176854
C0004,16.557998,18.411322
C0005,6.538939,7.634226
C0006,13.816754,13.926622
C0007,1.553668,4.962666
C0008,15.170752,16.156590
C0009,5.253717,7.443761
C0010,13.953947,13.877776
C0001,8.942578,9.352484
C0002,13.988474,13.028093
C0003,2.841546,5.468948
C0004,17.027008,18.181736
C0005,6.316863,7.184831
C0006,13.498729,13.721661
C0007,1.226301,4.784393
C0008,15.103771,16.302005
C0009,4.880522,7.342014
C0010,13.693639,13.845433
C0001,8.690271,9.087636
C0002,14.926547,12.866976
C0003,2.923239,5.446807
C0004,16.992026,18.189581
C0005,6.124102,7.264082
C0006,13.201379,13.328294
C0007,1.257922,4.954879
C0008,14.809119,16.344182
C0009,4.427044,6.927291
C0010,13.232371,14.044999
C0001,9.151640,8.403136
C0002,14.736120,12.679798
C0003,2.461297,5.356685
C0004,16.879253,17.939556
C0005,6.310427,7.038870
C0006,13.213283,14.135395
C0007,0.962104,4.826383
C0008,14.784595,16.177316
C0009,4.262083,7.057033
C0010,13.543686,14.061845
C0001,9.539279,8.602751
C0002,14.809104,12.937302
C0003,1.946325,5.318613
C0004,16.803749,18.156437
C0005,6.326241,6.862305
C0006,13.071232,13.962645
C0007,0.850813,4.861912
C0008,14.897760,15.997875
C0009,4.438195,7.143095
C0010,13.890242,14.245253
C0001,9.285819,8.085483
C0002,14.740407,13.041419
C0003,1.933832,5.045721
C0004,16.865786,18.328817
C0005,6.467071,6.699238
C0006,13.119605,14.371177
C0007,0.731302,4.945243
C0008,15.141326,16.114589
C0009,4.745640,7.161399
C0010,14.365653,13.991866
C0001,9.519251,8.127781
C0002,14.086909,12.710325
C0003,1.746170,4.548999
C0004,16.863966,18.472433
C0005,6.508501,6.402843
C0006,12.758253,14.452983
C0007,0.562800,5.091969
C0008,15.088426,16.258026
C0009,4.893202,6.900269
C0010,14.190119,14.113212
C0001,9.473583,7.765105
C0002,13.887940,13.161781
C0003,1.914001,3.887961
C0004,16.824150,18.793377
C0005,7.008031,6.320792
C0006,12.648860,14.109594
C0007,0.287255,5.006989
C0008,14.939686,16.265369
C0009,4.765332,6.685797
C0010,14.742440,14.302850
C0001,9.822525,7.804150
C0002,13.984916,13.042756
C0003,1.907025,3.923555
C0004,16.170608,18.563358
C0005,6.770248,7.057142
C0006,12.671881,14.771936
C0007,0.166046,5.480639
C0008,15.475835,16.459262
C0009,5.032270,6.194525
C0010,14.812486,13.845811
C0001,10.030320,8.078112
C0002,13.654095,13.016597
C0003,2.401561,4.136850
C0004,16.818229,18.757531
C0005,6.703454,6.881207
C0006,12.852593,14.717462
C0007,0.148636,6.113728
C0008,15.314443,16.339253
C0009,5.198265,6.575602
C0010,15.150417,13.803106
C0001,10.475632,8.092794
C0002,14.207818,13.000877
C0003,2.078934,4.435993
C0004,16.703394,18.526130
C0005,6.662584,6.946067
C0006,12.879020,14.126666
C0007,-0.456026,5.939678
C0008,15.308126,16.239736
C0009,5.710750,6.471396
C0010,14.638270,13.556202
C0001,10.382341,7.396494
C0002,14.128871,13.155963
C0003,2.218197,4.452715
C0004,16.608875,18.519584
C0005,6.427736,7.169835
C0006,13.066392,13.653451
C0007,-0.418499,5.318254
C0008,15.666178,16.603358
C0009,5.877164,6.177256
C0010,14.873759,13.609649
C0001,10.691327,7.171346
C0002,13.655317,12.839863
C0003,2.456592,4.126648
C0004,16.646538,18.258880
C0005,6.118699,7.594987
C0006,12.994479,14.291260
C0007,-0.614521,5.536674
C0008,15.502420,17.040988
C0009,5.804199,6.218185
C0010,14.761647,13.231384
C0001,11.150364,7.670560
C0002,13.535162,13.064505
C0003,2.419267,4.077934
C0004,16.403152,18.101173
C0005,6.327371,7.655296
C0006,13.169408,13.933627
C0007,-0.742287,5.637019
C0008,15.188147,17.124803
C0009,5.729983,6.350429
C0010,14.552526,12.990971
C0001,11.273437,7.277106
C0002,12.996213,13.261821
C0003,2.306603,4.238547
C0004,16.914789,17.659348
C0005,6.481682,7.551413
C0006,12.858186,13.788385
C0007,-0.756016,5.476520
C0008,15.450489,17.167245
C0009,6.020951,6.622123
C0010,14.286716,13.665180
C0001,11.500982,7.608303
C0002,12.883854,13.439138
C0003,1.949194,4.255100
C0004,17.177893,17.325819
C0005,6.431687,7.562722
C0006,12.835258,13.736288
C0007,-0.788441,5.985231
C0008,15.502605,17.433341
C0009,6.093033,6.586515
C0010,13.980082,13.869079
C0001,11.268851,7.294654
C0002,12.639791,13.012141
C0003,2.443594,4.307737
C0004,16.921983,17.554169
C0005,6.609594,7.052138
C0006,13.238287,14.099387
C0007,-0.953915,5.942490
C0008,15.508645,17.673984
C0009,5.807392,6.506896
C0010,13.957331,14.399733
C0001,11.065164,7.279493
C0002,12.901865,12.796603
C0003,2.285733,4.442017
C0004,16.866979,17.569014
C0005,7.132560,6.882055
C0006,12.964769,13.862892
C0007,-0.523258,6.266714
C0008,15.500775,17.619631
C0009,5.961480,6.788346
C0010,13.929315,14.456626
C0001,11.155717,7.281521
C0002,13.080193,12.793940
C0003,2.176978,4.622356
C0004,16.676183,17.735469
C0005,6.806722,6.855212
C0006,12.836656,14.058627
C0007,-0.617640,6.694765
C0008,15.470084,17.209011
C0009,5.675691,6.863531
C0010,13.937181,14.260252
C0001,11.082724,7.005964
C0002,13.123066,12.286609
C0003,2.554936,4.737982
C0004,16.657118,17.628597
C0005,6.655461,6.819262
C0006,12.918525,14.209621
C0007,-0.153348,6.832135
C0008,15.590486,17.226723
C0009,5.978312,7.507821
C0010,13.477166,14.157472
C0001,10.689505,6.870962
C0002,12.819267,12.384503
C0003,2.918556,4.413397
C0004,16.256254,17.372419
C0005,6.858446,6.782368
C0006,12.997708,14.454267
C0007,-0.019109,6.740191
C0008,15.947085,17.055000
C0009,6.248602,7.314349
C0010,14.104783,14.329413
C0001,10.421964,6.897080
C0002,13.355698,12.399997
C0003,2.835192,3.980046
C0004,16.134415,16.799777
C0005,6.924580,7.052704
C0006,12.699528,14.390246
C0007,0.094128,7.109769
C0008,15.852340,17.080302
C0009,6.367741,7.233066
C0010,14.387943,14.530867
C0001,10.797517,6.670832
C0002,13.182291,12.348172
C0003,2.745957,4.119552
C0004,16.418532,16.759810
C0005,7.255284,6.680631
C0006,13.030416,14.063608
C0007,0.021059,7.373790
C0008,15.815824,17.016158
C0009,5.671329,6.434305
C0010,14.291291,14.829615
C0001,10.440178,6.188917
C0002,13.357701,12.495476
C0003,2.271298,4.516025
C0004,16.208383,16.372037
C0005,7.254571,6.759643
C0006,13.058550,13.881729
C0007,0.188494,7.828070
C0008,15.535562,17.046859
C0009,6.041073,6.418583
C0010,14.631681,14.301797
C0001,10.539039,5.909254
C0002,13.437180,12.244728
C0003,2.117794,4.253425
C0004,15.671752,16.548414
C0005,7.223129,6.775198
C0006,13.781390,14.245160
C0007,0.497760,7.740820
C0008,15.486907,16.961050
C0009,6.044869,6.059963
C0010,15.042655,14.154127
C0001,10.819794,5.952291
C0002,13.194993,12.466594
C0003,2.007734,4.327342
C0004,15.908711,16.668539
C0005,7.165400,6.586517
C0006,14.009493,14.018647
C0007,0.822348,7.553721
C0008,15.031828,16.415840
C0009,5.939201,5.918701
C0010,15.116858,14.033006
C0001,10.945359,6.343149
C0002,13.261478,12.280741
C0003,2.242406,3.951716
C0004,16.203949,17.145043
C0005,7.042898,6.295920
C0006,14.212409,14.240497
C0007,0.718841,7.704833
C0008,14.964170,15.826337
C0009,6.048928,6.346277
C0010,15.197849,14.029790
C0001,11.119398,6.474517
C0002,13.395252,12.196849
C0003,2.227182,3.848533
C0004,16.506470,17.480513
C0005,6.789953,6.379333
C0006,14.637120,14.506574
C0007,1.067691,8.314607
C0008,14.896394,16.186199
C0009,5.561327,6.968792
C0010,15.518906,14.100102
C0001,11.377783,6.010100
C0002,13.298008,11.582774
C0003,2.193001,3.877871
C0004,16.090166,17.010142
C0005,6.756663,6.078148
C0006,14.606993,14.115115
C0007,0.989727,8.336007
C0008,14.641574,15.912577
C0009,5.317161,7.268873
C0010,15.934061,14.050614
C0001,10.848206,5.748858
C0002,12.571558,11.459819
C0003,1.891471,4.005629
C0004,16.181364,17.035305
C0005,7.024437,5.854097
C0006,14.381768,14.189822
C0007,1.585286,8.648447
C0008,14.747919,15.945788
C0009,5.346807,6.835465
C0010,15.845345,13.954633
C0001,10.932759,5.485392
C0002,12.765597,10.825373
C0003,1.763241,4.021667
C0004,16.187220,16.873054
C0005,6.497696,5.426679
C0006,14.372232,14.710688
C0007,2.189557,8.233938
C0008,15.202447,15.393215
C0009,5.758271,6.755484
C0010,15.667758,14.173212
C0001,10.534785,5.699588
C0002,12.589215,11.284610
C0003,1.568298,4.016065
C0004,16.246829,16.698593
C0005,6.235652,5.074097
C0006,13.905384,15.029844
C0007,2.729027,8.259011
C0008,15.309776,15.418126
C0009,6.205327,6.914556
C0010,15.244612,13.725494
C0001,10.732063,5.006613
C0002,12.262408,11.380189
C0003,1.496623,4.143864
C0004,16.015345,16.087092
C0005,6.042197,5.093396
C0006,14.392514,14.775983
C0007,2.567927,8.166616
C0008,15.448874,15.497531
C0009,6.439194,6.862363
C0010,14.959291,13.583635
C0001,10.267125,4.821760
C0002,12.468069,11.149876
C0003,1.365152,4.349669
C0004,15.860686,15.995192
C0005,6.065362,5.688680
C0006,14.250290,15.508804
C0007,2.243194,8.104687
C0008,15.659955,15.600286
C0009,6.451994,7.250163
C0010,14.974524,13.512463
C0001,10.554910,4.673837
C0002,12.714388,11.224415
C0003,1.551772,4.377304
C0004,16.205392,16.277212
C0005,6.656082,6.098050
C0006,13.538787,15.345289
C0007,2.144144,8.065808
C0008,15.946033,15.319697
C0009,6.222678,6.728683
C0010,14.998123,13.684052
C0001,10.670937,5.094955
C0002,12.614210,11.610818
C0003,1.618645,4.392424
C0004,16.044168,16.499008
C0005,6.531875,6.134737
C0006,13.569152,14.926214
C0007,2.242477,8.272417
C0008,15.637380,15.183765
C0009,6.072129,6.265065
C0010,15.009317,13.624695
C0001,10.502972,5.338332
C0002,12.638065,11.547817
C0003,1.358405,4.122534
C0004,15.799082,16.388921
C0005,6.583203,6.169209
C0006,13.424445,15.031646
C0007,1.819136,8.728109
C0008,15.506630,14.984514
C0009,6.186077,6.726179
C0010,14.940045,13.744577
C0001,9.988145,5.013669
C0002,12.753244,11.539155
C0003,0.706733,4.298547
C0004,15.865204,17.159932
C0005,6.504386,6.215937
C0006,13.532699,15.611014
C0007,2.119536,8.606624
C0008,15.501592,14.552608
C0009,6.290514,6.572488
C0010,14.830594,13.596486
C0001,9.738459,5.263779
C0002,13.049605,11.440126
C0003,0.464362,4.204192
C0004,15.730039,17.138930
C0005,6.866654,6.247949
C0006,13.559493,15.891221
C0007,2.524556,9.011594
C0008,15.493451,14.852694
C0009,5.656670,6.069122
C0010,14.749695,13.254458
C0001,10.007833,5.246075
C0002,12.924976,11.650973
C0003,0.807257,3.601690
C0004,15.576590,17.147783
C0005,6.682866,6.818088
C0006,14.098621,15.923332
C0007,2.182018,9.055272
C0008,16.193262,15.005749
C0009,5.278594,5.911822
C0010,14.389424,13.232733
C0001,9.657141,4.671124
C0002,13.044929,11.494705
C0003,1.497424,3.666137
C0004,16.041757,16.741731
C0005,6.936543,7.321247
C0006,14.227175,15.714947
C0007,2.407385,8.893278
C0008,16.263176,14.923401
C0009,5.293629,5.707337
C0010,14.315977,13.070838
C0001,9.612238,4.661704
C0002,12.748872,11.205756
C0003,1.610149,3.870536
C0004,15.803368,16.616566
C0005,6.760456,7.264499
C0006,14.250552,15.573429
C0007,2.488760,9.276537
C0008,16.725751,14.932224
C0009,5.567266,5.826939
C0010,14.288606,13.347465
C0001,9.691850,4.296576
C0002,12.857780,11.003825
C0003,1.625472,3.942023
C0004,15.378751,16.922692
C0005,6.326434,7.554104
C0006,13.953719,15.250779
C0007,2.198731,9.180174
C0008,16.428011,15.230599
C0009,5.852892,5.826439
C0010,14.922083,13.417649
C0001,9.603659,4.293513
C0002,12.760855,11.320434
C0003,1.419474,3.668228
C0004,15.285610,16.773812
C0005,6.817316,7.739996
C0006,14.096240,14.616489
C0007,2.108690,9.130440
C0008,16.255266,15.240336
C0009,5.466844,6.179086
C0010,14.908280,13.599247
C0001,9.469649,4.710331
C0002,12.964054,11.629278
C0003,1.481640,3.762767
C0004,15.750563,16.824954
C0005,7.263398,7.771787
C0006,14.326926,14.427864
C0007,2.170410,8.990423
C0008,15.862770,15.103986
C0009,5.326651,6.132767
C0010,14.822844,13.458470
C0001,9.305612,4.631292
C0002,13.241583,11.823001
C0003,1.732697,3.487397
C0004,16.010794,16.347052
C0005,7.730824,7.903587
C0006,14.748725,14.414079
C0007,1.468419,8.784378
C0008,15.973570,14.988191
C0009,5.342868,5.982352
C0010,14.728449,13.726147
C0001,9.774103,4.369005
C0002,13.363972,10.810954
C0003,1.681053,3.179838
C0004,15.540010,16.254303
C0005,7.910782,7.902639
C0006,14.883720,14.998055
C0007,2.181412,8.908329
C0008,16.109321,14.786523
C0009,5.235378,5.791102
C0010,14.228341,13.932543
C0001,9.399481,3.875533
C0002,13.373959,10.875475
C0003,1.686335,2.871107
C0004,15.900101,16.000661
C0005,7.954617,7.818814
C0006,14.578700,14.641428
C0007,1.786117,8.686298
C0008,16.156950,14.819565
C0009,5.125292,6.016758
C0010,14.036937,14.018076
C0001,9.882985,3.559126
C0002,13.529797,10.686671
C0003,1.929866,2.811466
C0004,16.523115,15.754526
C0005,7.954070,7.581872
C0006,14.387843,14.743138
C0007,2.107691,8.850378
C0008,15.983186,15.132010
C0009,5.367445,5.674610
C0010,13.475076,13.911098
C0001,10.044218,3.503331
C0002,13.551029,9.985278
C0003,2.455358,2.703975
C0004,16.819588,15.535641
C0005,7.621531,7.759865
C0006,14.330351,15.248030
C0007,2.643060,8.559736
C0008,15.907330,15.448558
C0009,6.082190,6.117882
C0010,13.557425,14.128111
C0001,10.504502,3.600754
C0002,13.686257,9.875695
C0003,2.277994,2.364874
C0004,17.127591,15.586350
C0005,8.252729,7.588805
C0006,14.302193,15.214827
C0007,2.797629,8.614282
C0008,16.275265,15.393595
C0009,6.910469,5.980578
C0010,14.006635,13.669716
C0001,10.127696,3.357429
C0002,13.337715,10.530878
C0003,2.130843,2.557763
C0004,17.277735,15.535855
C0005,8.839282,7.131600
C0006,14.293352,15.182669
C0007,2.931697,8.727082
C0008,16.492219,15.766891
C0009,6.716781,5.819837
C0010,13.649780,13.833575
C0001,10.016923,3.352054
C0002,12.897496,9.957643
C0003,2.139302,2.097722
C0004,17.110319,15.586311
C0005,8.876559,7.134760
C0006,14.044204,15.650217
C0007,3.033136,8.650054
C0008,16.552837,16.022962
C0009,7.092969,5.826236
C0010,13.713030,13.800729
C0001,9.698535,3.000554
C0002,12.862378,10.354371
C0003,3.045552,1.479134
C0004,17.530666,15.813448
C0005,8.552073,6.681748
C0006,14.002502,15.557577
C0007,3.167213,8.465633
C0008,16.590588,16.013660
C0009,7.177461,6.096627
C0010,13.645978,14.105350
C0001,9.427160,2.504289
C0002,12.893409,10.483155
C0003,3.038718,1.358249
C0004,17.819176,15.603609
C0005,8.204216,6.217630
C0006,13.836388,15.272592
C0007,4.180425,8.203191
C0008,16.437480,15.918859
C0009,6.960161,6.117493
C0010,13.968250,14.254208
C0001,9.431178,2.384526
C0002,12.777165,10.397348
